PolicyID,CustomerID,IssueDate,Premium,Status,StatusDate,CohortFlag,AgeBand,Product,Channel
963,1990,2019-01-24,2201.36,Active,2019-06-11,B,46-60,Whole Life,Branch
964,1313,2020-09-15,812.37,Active,2020-09-28,B,18-30,Term Life,Referral
965,1461,2024-01-10,4438.64,Active,2024-05-08,B,18-30,Endowment,Agent
966,2710,2021-12-15,2306.43,Active,2022-05-24,B,46-60,Annuity,Online
967,2325,2021-09-12,3121.33,Surrendered,2021-09-25,B,46-60,Term Life,Online
968,1734,2019-08-11,867.48,Active,2021-09-30,B,18-30,Term Life,Online
969,1606,2019-06-28,1651.47,Active,2021-05-15,A,46-60,Whole Life,Referral
970,1527,2024-05-14,2975.52,Active,2024-08-27,B,18-30,Whole Life,Referral
971,2672,2023-01-13,4276.95,Active,2024-08-27,B,18-30,Endowment,Agent
972,2564,2021-03-03,3324.82,Active,2022-10-04,B,31-45,Term Life,Referral
973,2891,2021-06-02,1217.31,Claimed,2021-10-28,A,18-30,Endowment,Referral
974,2398,2022-04-27,880.1,Active,2023-07-06,A,31-45,Term Life,Branch
975,1631,2023-05-21,3232.79,Active,2023-09-22,A,31-45,Endowment,Referral
976,2871,2021-03-20,2238.77,Active,2021-04-15,B,46-60,Endowment,Online
977,1161,2021-08-18,1046.21,Active,2022-05-01,A,61+,Endowment,Agent
978,759,2020-02-24,1892.19,Active,2020-09-21,B,46-60,Endowment,Branch
979,2947,2022-04-02,5809.98,Surrendered,2022-05-26,B,61+,Annuity,Branch
980,243,2022-07-02,6964.84,Active,2023-03-05,A,18-30,Annuity,Agent
981,2591,2022-12-11,2827.13,Active,2025-12-03,B,46-60,Term Life,Branch
982,1064,2022-09-02,5093.8,Surrendered,2023-12-25,A,46-60,Endowment,Branch
983,229,2021-11-07,4941.88,Active,2023-03-12,A,46-60,Term Life,Agent
984,2596,2021-12-29,1695.09,Active,2023-05-30,A,46-60,Endowment,Branch
985,920,2022-09-23,1058.05,Active,2024-02-03,A,18-30,Whole Life,Referral
986,1247,2020-08-14,973.77,Active,2020-08-21,B,61+,Term Life,Agent
987,6,2020-06-10,3296.47,Active,2023-01-09,A,61+,Term Life,Online
988,468,2022-07-16,362.0,Lapsed,2024-04-23,A,31-45,Term Life,Agent
989,1756,2023-07-13,7500.7,Lapsed,2023-11-07,B,31-45,Annuity,Referral
990,75,2021-03-21,1609.75,Active,2022-01-08,B,31-45,Endowment,Referral
991,4,2019-07-07,1707.36,Active,2020-06-19,A,46-60,Term Life,Online
992,1871,2023-05-12,6137.83,Lapsed,2023-07-02,A,61+,Endowment,Referral
993,646,2020-06-12,2474.66,Active,2020-09-26,A,46-60,Endowment,Online
994,118,2020-03-09,2679.94,Active,2020-03-17,A,61+,Whole Life,Online
995,2929,2024-04-25,4496.2,Active,2026-04-23,B,18-30,Whole Life,Agent
996,1630,2023-12-10,2836.48,Active,2023-12-19,A,61+,Whole Life,Agent
997,2552,2019-10-30,6146.74,Surrendered,2020-03-18,B,31-45,Annuity,Agent
998,2022,2019-03-28,2305.43,Active,2019-04-26,B,18-30,Endowment,Online
999,947,2020-03-13,5496.77,Active,2021-09-18,B,61+,Term Life,Branch
1000,2622,2021-11-11,4006.97,Active,2024-06-13,A,31-45,Term Life,Branch
1001,1465,2021-04-12,1623.59,Active,2022-02-08,A,18-30,Whole Life,Agent
1002,194,2021-03-07,1778.36,Active,2021-04-30,B,18-30,Term Life,Branch
1003,847,2020-07-13,4701.04,Active,2021-05-07,A,18-30,Annuity,Online
1004,2763,2021-01-31,2326.6,Lapsed,2022-07-21,B,31-45,Whole Life,Online
1005,1416,2023-08-26,1122.72,Active,2024-11-30,B,46-60,Annuity,Referral
1006,1459,2022-01-29,5440.69,Surrendered,2023-06-07,A,31-45,Whole Life,Referral
1007,2221,2020-11-15,5417.98,Active,2021-03-14,A,61+,Annuity,Branch
1008,1669,2022-03-10,1821.08,Active,2022-04-06,B,46-60,Term Life,Branch
1009,2374,2019-05-18,383.86,Active,2019-07-15,B,18-30,Term Life,Referral
1010,1434,2020-07-31,3929.59,Lapsed,2023-09-10,B,31-45,Annuity,Online
1011,1142,2020-12-10,2143.84,Active,2021-11-21,A,46-60,Endowment,Agent
1012,2884,2019-08-16,2542.3,Active,2020-12-03,A,31-45,Term Life,Agent
1013,1811,2021-04-07,5048.34,Active,2023-07-23,A,31-45,Term Life,Branch
1014,724,2020-03-06,1660.11,Active,2022-02-03,B,61+,Whole Life,Branch
1015,225,2021-11-29,1114.63,Active,2022-02-26,A,31-45,Endowment,Referral
1016,532,2023-09-06,3797.28,Active,2023-09-27,B,18-30,Term Life,Agent
1017,113,2023-08-14,1157.48,Active,2026-03-17,B,46-60,Annuity,Referral
1018,2188,2022-05-19,1708.7,Active,2026-05-17,A,18-30,Endowment,Referral
1019,559,2019-10-29,709.06,Active,2020-08-29,B,61+,Endowment,Branch
1020,2049,2022-01-14,3905.78,Active,2024-03-24,B,61+,Whole Life,Branch
1021,2138,2022-11-21,2162.8,Active,2023-02-25,B,61+,Whole Life,Referral
1022,654,2020-06-16,3555.66,Active,2020-07-28,A,61+,Term Life,Branch
1023,320,2021-02-07,1604.24,Active,2021-10-17,B,46-60,Whole Life,Online
1024,1574,2024-04-22,3832.29,Active,2025-12-21,B,61+,Endowment,Referral
1025,1829,2022-11-05,2179.93,Active,2023-11-28,A,18-30,Annuity,Agent
1026,1918,2020-03-19,1489.31,Active,2021-03-24,B,31-45,Whole Life,Referral
1027,139,2019-09-17,2846.76,Active,2019-09-23,A,18-30,Whole Life,Branch
1028,2893,2023-03-19,9329.17,Active,2023-08-05,A,31-45,Annuity,Branch
1029,2027,2022-08-24,2593.81,Active,2025-06-12,B,46-60,Endowment,Branch
1030,2307,2019-03-11,1592.52,Active,2019-05-02,B,46-60,Endowment,Branch
1031,902,2023-01-17,2169.76,Active,2024-05-04,A,61+,Whole Life,Branch
1032,690,2023-01-02,1160.62,Active,2024-06-04,B,31-45,Whole Life,Referral
1033,2040,2024-01-23,1706.59,Active,2025-05-18,B,31-45,Annuity,Branch
1034,10,2020-04-25,2573.01,Active,2024-11-05,B,61+,Whole Life,Online
1035,261,2022-03-13,1565.7,Active,2022-09-21,B,18-30,Endowment,Online
1036,1943,2024-09-02,3888.7,Active,2025-10-25,A,18-30,Endowment,Referral
1037,1674,2022-04-13,2161.07,Active,2022-06-30,A,18-30,Annuity,Referral
1038,2220,2024-03-07,3598.04,Claimed,2024-09-09,B,46-60,Annuity,Online
1039,2946,2023-08-22,1740.82,Active,2024-04-24,A,31-45,Whole Life,Online
1040,2061,2024-02-27,2268.68,Lapsed,2024-05-25,A,46-60,Term Life,Branch
1041,1192,2022-10-03,5216.51,Active,2025-02-15,A,31-45,Annuity,Referral
1042,1620,2021-03-08,2797.01,Active,2022-06-10,B,31-45,Endowment,Referral
1043,321,2019-01-18,746.91,Active,2019-05-19,A,61+,Whole Life,Branch
1044,1343,2019-02-13,5539.17,Active,2019-04-06,A,46-60,Annuity,Referral
1045,1637,2019-06-04,5686.14,Lapsed,2019-10-05,A,18-30,Endowment,Branch
1046,2377,2021-05-16,620.88,Active,2022-05-07,A,18-30,Whole Life,Online
1047,2833,2021-01-12,1981.17,Active,2022-10-13,A,46-60,Annuity,Online
1048,2825,2024-01-26,6361.54,Active,2024-10-07,B,61+,Whole Life,Online
1049,1995,2022-11-26,5400.0,Active,2023-01-04,B,31-45,Whole Life,Agent
1050,2959,2019-08-13,2810.46,Surrendered,2019-11-25,A,46-60,Term Life,Branch
1051,1944,2019-08-05,349.03,Active,2020-01-06,B,18-30,Annuity,Online
1052,2039,2019-01-31,7275.8,Active,2020-02-04,A,61+,Annuity,Online
1053,1119,2024-03-07,5350.72,Active,2024-06-18,B,31-45,Annuity,Branch
1054,1605,2021-12-18,9067.49,Active,2022-03-25,B,61+,Term Life,Agent
1055,2366,2024-03-30,1017.74,Lapsed,2024-07-31,B,46-60,Endowment,Referral
1056,236,2021-06-16,2141.07,Surrendered,2022-05-09,B,18-30,Annuity,Online
1057,1970,2020-03-20,7026.14,Active,2020-11-22,B,31-45,Annuity,Agent
1058,334,2022-06-12,831.15,Active,2024-04-14,B,61+,Endowment,Online
1059,1909,2022-02-04,1630.1,Surrendered,2023-04-16,B,46-60,Annuity,Online
1060,376,2022-04-29,4682.54,Active,2023-06-04,A,46-60,Term Life,Branch
1061,1161,2024-07-08,3366.94,Active,2024-09-07,A,18-30,Annuity,Agent
1062,2636,2024-04-20,1464.82,Active,2024-05-10,A,46-60,Whole Life,Online
1063,1571,2021-01-07,1107.23,Active,2021-09-24,A,61+,Term Life,Branch
1064,2561,2023-08-30,4958.12,Active,2023-09-26,A,46-60,Term Life,Online
1065,1320,2021-05-23,1387.09,Surrendered,2021-11-04,B,46-60,Whole Life,Branch
1066,2966,2020-07-19,1691.74,Active,2020-07-28,B,61+,Endowment,Referral
1067,1856,2024-07-11,2214.91,Active,2024-09-20,B,46-60,Term Life,Online
1068,1373,2024-02-29,5362.31,Active,2024-04-11,A,18-30,Annuity,Branch
1069,873,2024-10-24,8804.81,Active,2026-06-05,B,31-45,Endowment,Online
1070,1253,2020-06-30,2575.05,Active,2020-12-02,B,31-45,Term Life,Branch
1071,2318,2019-11-13,1250.22,Active,2019-12-12,A,46-60,Annuity,Referral
1072,1852,2024-02-03,273.51,Active,2024-05-25,A,18-30,Annuity,Branch
1073,2846,2019-01-25,3012.92,Active,2020-03-19,B,46-60,Term Life,Agent
1074,1315,2019-06-09,2919.1,Active,2020-10-20,B,46-60,Endowment,Branch
1075,725,2022-02-11,186.43,Active,2022-03-29,B,46-60,Endowment,Agent
1076,2053,2021-06-18,1605.65,Active,2022-12-20,B,46-60,Whole Life,Branch
1077,2899,2022-04-04,2654.36,Active,2022-09-19,A,31-45,Whole Life,Branch
1078,78,2020-12-03,2785.42,Surrendered,2022-01-22,A,46-60,Term Life,Branch
1079,2622,2019-01-01,2985.45,Active,2020-02-11,A,46-60,Annuity,Branch
1080,132,2024-04-06,1436.44,Active,2025-11-02,B,46-60,Term Life,Agent
1081,601,2022-11-25,1531.48,Active,2024-02-04,B,31-45,Whole Life,Branch
1082,1773,2020-01-17,1987.03,Active,2020-01-31,A,18-30,Whole Life,Branch
1083,1066,2023-10-08,4310.06,Active,2024-07-01,B,18-30,Term Life,Branch
1084,2137,2024-01-01,4317.88,Lapsed,2024-03-07,B,18-30,Whole Life,Branch
1085,2450,2022-06-27,2093.92,Active,2025-12-27,A,18-30,Endowment,Branch
1086,2344,2023-03-29,3527.76,Active,2023-07-14,A,18-30,Term Life,Referral
1087,1864,2023-04-28,781.12,Surrendered,2023-11-12,B,61+,Term Life,Referral
1088,1319,2021-06-16,2455.27,Active,2021-09-03,A,46-60,Term Life,Referral
1089,616,2020-12-17,1660.07,Active,2021-02-07,B,46-60,Term Life,Referral
1090,2848,2020-01-26,2160.3,Active,2020-12-26,B,18-30,Endowment,Branch
1091,2470,2023-08-27,3875.88,Lapsed,2024-05-01,B,61+,Whole Life,Online
1092,1889,2019-08-21,3127.71,Active,2020-02-08,B,31-45,Term Life,Referral
1093,1047,2024-04-10,2132.43,Active,2024-05-12,B,61+,Term Life,Agent
1094,575,2022-08-12,3743.04,Active,2023-12-11,B,46-60,Annuity,Agent
1095,2191,2020-12-06,1181.81,Active,2020-12-08,A,18-30,Term Life,Branch
1096,993,2019-08-22,2484.06,Active,2020-04-01,A,61+,Term Life,Referral
1097,2713,2022-10-23,4770.34,Active,2023-10-23,B,31-45,Annuity,Online
1098,2193,2022-06-09,1591.2,Active,2022-12-31,B,18-30,Endowment,Online
1099,1249,2024-03-11,3223.55,Active,2024-04-29,B,31-45,Whole Life,Referral
1100,503,2021-06-08,2596.9,Surrendered,2022-12-09,A,18-30,Endowment,Agent
1101,1998,2020-08-14,3661.28,Active,2021-01-03,B,46-60,Term Life,Referral
1102,821,2021-01-15,2316.0,Active,2021-03-08,A,18-30,Term Life,Referral
1103,2152,2023-09-16,1720.88,Active,2024-07-03,A,18-30,Endowment,Online
1104,1971,2020-03-03,4887.4,Active,2020-03-10,B,18-30,Term Life,Online
1105,198,2021-01-01,1895.83,Active,2021-05-23,A,18-30,Endowment,Referral
1106,1670,2021-03-10,3023.19,Active,2022-07-29,A,61+,Endowment,Agent
1107,2627,2019-07-21,1109.59,Active,2021-12-27,A,61+,Whole Life,Agent
1108,2439,2021-04-15,1497.18,Active,2022-03-07,B,61+,Whole Life,Agent
1109,1203,2019-05-15,2157.64,Active,2019-08-12,A,18-30,Whole Life,Referral
1110,2602,2022-07-11,2273.34,Active,2022-10-09,B,31-45,Whole Life,Referral
1111,1472,2024-10-12,5977.4,Active,2025-09-14,A,61+,Endowment,Branch
1112,1647,2019-02-10,3784.97,Active,2019-08-19,A,46-60,Term Life,Referral
1113,1693,2021-07-01,9318.3,Active,2021-09-10,A,61+,Endowment,Agent
1114,1313,2023-09-26,1051.81,Lapsed,2025-04-13,A,61+,Term Life,Agent
1115,2036,2021-09-01,4957.5,Lapsed,2021-11-21,A,46-60,Whole Life,Online
1116,478,2022-02-07,3337.89,Active,2022-06-28,B,46-60,Annuity,Online
1117,1255,2022-12-30,1825.68,Active,2023-01-22,B,31-45,Term Life,Agent
1118,923,2024-08-02,1696.87,Active,2025-10-17,A,18-30,Term Life,Agent
1119,420,2019-09-01,3226.49,Active,2019-12-27,A,46-60,Annuity,Referral
1120,2205,2019-06-15,2384.59,Surrendered,2019-09-19,A,31-45,Endowment,Online
1121,2598,2021-11-15,3040.02,Active,2022-03-26,A,18-30,Whole Life,Agent
1122,1121,2023-02-06,4881.58,Active,2025-03-03,B,46-60,Endowment,Referral
1123,951,2020-12-28,4362.55,Lapsed,2021-09-20,B,31-45,Term Life,Branch
1124,2337,2022-01-20,1441.89,Active,2022-03-23,A,31-45,Term Life,Agent
1125,1278,2020-04-27,3465.66,Active,2021-10-22,B,61+,Term Life,Online
1126,2244,2022-05-15,1879.59,Active,2022-08-08,A,46-60,Endowment,Branch
1127,2646,2024-11-18,949.54,Active,2025-05-31,A,18-30,Endowment,Referral
1128,1858,2021-05-29,4893.86,Active,2022-03-31,B,31-45,Annuity,Agent
1129,517,2021-04-09,852.46,Active,2022-02-23,B,61+,Endowment,Online
1130,1659,2024-07-17,4756.07,Active,2024-08-12,A,31-45,Whole Life,Online
1131,1866,2021-01-28,1631.28,Active,2022-11-20,A,18-30,Term Life,Online
1132,2913,2019-06-12,3042.71,Lapsed,2020-02-05,A,31-45,Endowment,Online
1133,1142,2022-04-11,1412.11,Active,2026-10-21,B,61+,Endowment,Branch
1134,2854,2022-07-31,1806.04,Active,2023-11-04,A,18-30,Endowment,Agent
1135,1933,2024-06-18,2488.76,Active,2029-05-12,B,46-60,Endowment,Referral
1136,815,2024-04-18,5210.0,Active,2024-11-24,A,61+,Endowment,Agent
1137,2276,2023-04-06,2153.83,Active,2023-05-31,B,18-30,Endowment,Agent
1138,1901,2019-11-03,536.75,Lapsed,2021-02-19,B,31-45,Endowment,Agent
1139,2264,2022-09-24,3400.13,Active,2024-03-25,B,61+,Whole Life,Online
1140,2996,2024-10-03,4326.2,Active,2026-09-02,A,18-30,Endowment,Branch
1141,2063,2019-11-29,2026.8,Active,2020-04-07,A,18-30,Annuity,Referral
1142,2095,2024-12-14,1838.92,Surrendered,2025-08-31,A,61+,Whole Life,Referral
1143,2372,2019-08-31,2699.29,Active,2021-08-11,B,18-30,Whole Life,Online
1144,2892,2024-02-28,7715.39,Surrendered,2026-02-27,B,18-30,Annuity,Branch
1145,130,2022-12-03,1858.4,Active,2022-12-12,B,31-45,Term Life,Agent
1146,95,2019-10-30,6211.81,Lapsed,2020-12-08,B,46-60,Term Life,Referral
1147,2675,2019-08-23,2844.23,Lapsed,2020-07-23,B,46-60,Whole Life,Online
1148,2803,2024-12-26,2573.46,Active,2025-01-26,B,61+,Whole Life,Online
1149,1956,2019-07-14,547.67,Active,2022-03-11,B,61+,Endowment,Agent
1150,794,2023-03-31,4061.94,Active,2023-11-01,A,18-30,Whole Life,Branch
1151,1835,2023-11-28,825.46,Active,2025-01-10,B,46-60,Endowment,Branch
1152,2117,2020-10-08,4637.65,Active,2022-11-29,B,31-45,Endowment,Branch
1153,1684,2024-08-10,2088.12,Active,2024-09-29,B,31-45,Term Life,Online
1154,11,2020-07-14,951.9,Active,2022-06-20,B,46-60,Whole Life,Online
1155,1866,2022-01-24,8576.56,Active,2023-05-09,B,61+,Endowment,Online
1156,2920,2020-12-13,6292.21,Active,2022-10-11,A,46-60,Whole Life,Branch
1157,2598,2020-02-17,6462.99,Active,2020-10-23,B,61+,Endowment,Online
1158,712,2020-06-21,1830.5,Active,2020-07-03,B,31-45,Term Life,Branch
1159,2071,2024-02-22,9912.77,Active,2025-04-02,B,18-30,Endowment,Agent
1160,815,2019-08-23,2675.25,Active,2020-02-10,A,18-30,Term Life,Online
1161,346,2023-11-15,1197.05,Active,2024-05-20,B,31-45,Annuity,Referral
1162,2350,2024-03-08,2635.57,Active,2024-10-06,B,46-60,Term Life,Online
1163,363,2023-02-13,5816.72,Active,2023-10-18,A,46-60,Term Life,Referral
1164,2444,2024-02-06,3958.0,Lapsed,2025-03-07,B,46-60,Term Life,Referral
1165,2266,2022-10-06,2513.25,Active,2024-01-22,B,46-60,Annuity,Agent
1166,2189,2020-02-20,1182.43,Active,2021-08-20,A,46-60,Term Life,Referral
1167,985,2024-03-24,3168.22,Active,2025-05-04,A,61+,Whole Life,Referral
1168,1640,2021-07-04,864.55,Active,2023-02-17,A,46-60,Whole Life,Agent
1169,828,2019-03-22,4478.66,Active,2019-05-08,B,46-60,Annuity,Branch
1170,2731,2024-09-14,1325.52,Active,2026-07-07,B,46-60,Annuity,Referral
1171,356,2021-12-26,6303.18,Active,2022-06-22,B,18-30,Annuity,Agent
1172,1348,2023-08-18,944.15,Active,2024-05-18,B,18-30,Endowment,Referral
1173,2936,2021-01-26,2487.35,Active,2021-08-21,B,46-60,Term Life,Online
1174,1864,2020-04-12,2798.66,Active,2020-12-03,A,46-60,Term Life,Referral
1175,127,2022-03-11,447.04,Active,2022-07-11,B,61+,Annuity,Agent
1176,604,2023-02-03,5989.6,Lapsed,2023-04-11,A,18-30,Annuity,Agent
1177,1929,2023-07-03,2048.27,Active,2023-08-12,B,31-45,Whole Life,Online
1178,1014,2021-10-16,4889.71,Active,2022-05-23,A,18-30,Whole Life,Branch
1179,51,2023-06-03,1199.73,Active,2023-07-21,A,46-60,Term Life,Referral
1180,2827,2021-06-20,2076.24,Lapsed,2021-09-30,B,18-30,Whole Life,Referral
1181,1431,2020-11-03,1509.55,Active,2020-12-25,A,46-60,Whole Life,Online
1182,1793,2020-03-14,3579.22,Active,2020-04-25,B,18-30,Term Life,Online
1183,2862,2019-05-07,11677.31,Active,2021-06-26,B,18-30,Annuity,Agent
1184,1637,2024-09-07,4058.84,Claimed,2025-10-21,A,18-30,Annuity,Agent
1185,1646,2020-03-20,4564.01,Active,2022-10-15,A,46-60,Term Life,Online
1186,2468,2021-08-23,834.62,Active,2022-09-03,B,31-45,Annuity,Agent
1187,1206,2020-04-08,2562.85,Lapsed,2022-02-15,B,46-60,Annuity,Branch
1188,2873,2021-07-01,4293.44,Active,2022-04-22,B,31-45,Term Life,Agent
1189,1855,2020-05-11,4843.68,Active,2020-12-23,B,31-45,Endowment,Branch
1190,567,2023-01-03,1676.49,Active,2023-10-04,A,31-45,Annuity,Online
1191,2419,2023-11-07,3599.94,Active,2024-03-26,B,31-45,Term Life,Agent
1192,936,2019-06-07,2996.42,Active,2020-07-02,A,31-45,Endowment,Referral
1193,1935,2019-06-21,2964.43,Surrendered,2021-09-28,B,61+,Whole Life,Agent
1194,2709,2020-05-08,5115.79,Active,2021-11-15,B,31-45,Annuity,Branch
1195,1333,2021-08-27,2893.63,Active,2022-04-10,B,61+,Term Life,Branch
1196,202,2022-08-27,3999.65,Active,2025-09-23,A,46-60,Whole Life,Online
1197,2361,2022-11-27,2892.17,Active,2027-02-17,A,46-60,Whole Life,Referral
1198,117,2023-08-20,6023.12,Active,2024-04-23,A,61+,Endowment,Online
1199,937,2023-11-29,2280.56,Active,2025-11-27,B,18-30,Term Life,Online
1200,575,2020-10-20,3003.22,Active,2020-10-21,B,31-45,Endowment,Online
1201,2292,2020-10-27,3654.72,Active,2020-11-21,A,61+,Whole Life,Referral
1202,537,2020-01-02,2801.03,Active,2020-01-10,B,46-60,Annuity,Referral
1203,1626,2020-07-03,2388.52,Active,2021-12-26,A,46-60,Endowment,Branch
1204,2123,2020-10-04,1502.64,Claimed,2020-11-03,A,46-60,Term Life,Agent
1205,386,2024-03-08,6077.48,Active,2024-03-14,B,46-60,Term Life,Agent
1206,475,2019-09-12,4613.29,Active,2019-11-09,A,61+,Whole Life,Online
1207,418,2019-07-27,3384.92,Active,2019-12-07,B,18-30,Term Life,Referral
1208,2395,2019-04-05,1530.28,Active,2019-11-19,B,46-60,Endowment,Agent
1209,2688,2024-02-27,2237.68,Active,2024-03-22,A,18-30,Endowment,Online
1210,939,2020-04-22,10333.63,Active,2020-12-30,B,31-45,Annuity,Referral
1211,955,2021-01-31,4796.6,Active,2021-05-15,A,18-30,Whole Life,Agent
1212,876,2019-07-09,1332.4,Active,2019-11-03,A,46-60,Whole Life,Agent
1213,763,2023-02-16,3144.15,Lapsed,2024-11-06,A,61+,Endowment,Agent
1214,1203,2023-10-23,2319.19,Active,2028-02-21,B,31-45,Whole Life,Agent
1215,1206,2023-04-09,4639.43,Active,2023-11-22,A,61+,Endowment,Referral
1216,664,2021-01-25,5791.82,Active,2021-06-15,B,61+,Endowment,Referral
1217,25,2022-12-17,4300.98,Active,2025-08-21,A,18-30,Annuity,Branch
1218,1991,2021-04-15,5230.17,Active,2021-12-24,B,18-30,Endowment,Agent
1219,1204,2023-07-22,1394.43,Active,2024-11-11,A,18-30,Endowment,Branch
1220,710,2023-06-17,3976.6,Active,2023-12-28,A,46-60,Annuity,Referral
1221,1880,2024-01-10,5392.85,Active,2024-04-01,B,31-45,Whole Life,Referral
1222,1185,2019-05-13,3232.26,Lapsed,2020-06-04,A,18-30,Endowment,Referral
1223,2225,2019-02-24,3568.12,Active,2020-03-29,A,46-60,Term Life,Branch
1224,285,2020-05-24,1756.05,Lapsed,2021-01-04,B,61+,Annuity,Branch
1225,63,2020-10-31,5240.66,Active,2021-02-22,B,31-45,Whole Life,Agent
1226,1003,2023-08-17,1283.0,Active,2025-05-28,A,61+,Annuity,Online
1227,662,2022-08-09,4627.28,Surrendered,2022-12-04,A,18-30,Endowment,Online
1228,2714,2021-01-03,3364.16,Active,2022-01-30,B,31-45,Whole Life,Branch
1229,2204,2023-08-21,6653.93,Active,2024-02-13,A,46-60,Term Life,Referral
1230,1493,2019-09-16,1917.04,Active,2020-05-06,B,31-45,Annuity,Branch
1231,967,2022-02-19,3771.25,Active,2022-05-16,B,31-45,Term Life,Referral
1232,849,2019-10-26,4360.29,Active,2020-11-11,A,31-45,Annuity,Agent
1233,1108,2020-07-14,3280.76,Active,2020-10-15,B,18-30,Endowment,Referral
1234,689,2024-03-27,2125.58,Active,2024-11-24,B,61+,Annuity,Online
1235,148,2024-02-08,1977.15,Active,2024-07-02,A,61+,Term Life,Referral
1236,342,2019-10-24,2453.37,Active,2023-02-14,A,18-30,Annuity,Branch
1237,2524,2023-01-01,599.38,Active,2027-01-10,A,18-30,Endowment,Online
1238,1087,2024-12-14,526.34,Active,2026-05-09,A,61+,Endowment,Referral
1239,1725,2019-07-16,3637.74,Lapsed,2023-08-31,B,18-30,Annuity,Online
1240,1384,2021-09-21,2086.66,Lapsed,2021-11-03,B,18-30,Whole Life,Referral
1241,2609,2024-11-08,2703.44,Surrendered,2029-09-20,B,18-30,Endowment,Agent
1242,327,2019-01-08,5208.05,Active,2019-02-16,A,18-30,Annuity,Branch
1243,1793,2019-11-16,4080.81,Active,2020-05-29,B,61+,Endowment,Agent
1244,1760,2022-11-18,922.42,Active,2023-02-25,A,46-60,Endowment,Referral
1245,990,2023-08-26,339.07,Active,2026-09-21,B,46-60,Endowment,Referral
1246,2263,2024-10-09,4732.66,Active,2025-10-12,A,61+,Endowment,Online
1247,2483,2023-01-01,720.52,Active,2023-11-28,A,31-45,Endowment,Online
1248,952,2022-07-11,1148.77,Active,2028-06-27,B,31-45,Endowment,Referral
1249,723,2022-01-23,1319.31,Active,2023-01-03,A,46-60,Whole Life,Referral
1250,2080,2020-07-06,6506.36,Active,2021-07-20,B,61+,Whole Life,Branch
1251,2718,2020-10-22,3504.53,Active,2020-11-07,B,46-60,Endowment,Referral
1252,2333,2020-12-16,4094.2,Active,2022-12-01,B,31-45,Whole Life,Branch
1253,429,2022-12-29,251.65,Active,2026-07-01,B,46-60,Endowment,Agent
1254,1501,2021-05-04,495.98,Active,2024-07-24,A,46-60,Endowment,Agent
1255,286,2020-10-26,4743.23,Active,2021-01-25,B,46-60,Annuity,Referral
1256,2066,2024-03-12,726.14,Active,2024-06-13,B,31-45,Term Life,Referral
1257,769,2023-08-02,7592.9,Active,2024-01-15,B,31-45,Whole Life,Agent
1258,2638,2019-09-30,1486.92,Active,2020-02-12,A,61+,Term Life,Branch
1259,1395,2022-03-23,1303.36,Active,2022-08-03,B,18-30,Endowment,Branch
1260,194,2022-06-26,1344.33,Active,2023-05-31,A,31-45,Annuity,Referral
1261,2550,2019-10-06,2442.63,Active,2021-05-25,B,18-30,Endowment,Referral
1262,988,2021-03-26,7281.09,Active,2023-12-28,B,46-60,Endowment,Branch
1263,1137,2019-10-03,1797.65,Active,2019-10-28,B,18-30,Annuity,Online
1264,2162,2021-10-01,3514.57,Active,2022-01-27,B,61+,Annuity,Agent
1265,1702,2021-07-11,4442.8,Active,2021-10-26,B,46-60,Whole Life,Referral
1266,947,2020-10-03,6520.77,Active,2021-03-13,A,61+,Annuity,Agent
1267,831,2020-05-19,4668.24,Active,2020-12-06,A,18-30,Whole Life,Branch
1268,1921,2021-02-10,3150.01,Active,2021-08-08,B,46-60,Whole Life,Branch
1269,2973,2022-06-18,557.22,Active,2025-07-01,B,31-45,Whole Life,Agent
1270,55,2022-06-13,2436.2,Active,2023-01-08,B,18-30,Term Life,Referral
1271,800,2021-10-10,481.47,Lapsed,2022-07-29,A,18-30,Term Life,Referral
1272,778,2019-05-08,900.73,Lapsed,2020-09-23,B,46-60,Whole Life,Online
1273,1482,2022-05-08,2098.47,Active,2023-08-22,A,46-60,Whole Life,Agent
1274,1902,2023-03-06,3240.92,Active,2024-01-19,B,61+,Term Life,Referral
1275,2210,2023-08-01,1516.55,Active,2025-07-20,B,31-45,Whole Life,Branch
1276,2135,2020-05-06,7727.33,Active,2021-04-28,B,18-30,Endowment,Agent
1277,55,2022-06-11,3110.08,Active,2024-07-08,A,31-45,Endowment,Referral
1278,1824,2023-07-25,5142.41,Active,2023-12-03,B,31-45,Annuity,Agent
1279,1202,2020-02-20,377.9,Active,2020-04-11,A,31-45,Whole Life,Agent
1280,833,2021-08-27,3516.1,Active,2023-05-13,B,46-60,Whole Life,Online
1281,313,2024-09-07,7770.33,Active,2025-03-01,A,31-45,Endowment,Referral
1282,2807,2022-10-16,5468.62,Active,2023-11-04,A,61+,Whole Life,Branch
1283,1859,2019-11-04,3188.81,Active,2021-03-05,B,31-45,Endowment,Agent
1284,2008,2019-03-02,2790.18,Active,2019-07-24,A,46-60,Endowment,Online
1285,2007,2024-12-12,1796.46,Active,2025-08-25,B,46-60,Whole Life,Agent
1286,2491,2023-01-19,1227.5,Active,2025-04-20,B,31-45,Whole Life,Online
1287,1791,2024-04-14,1122.49,Lapsed,2026-05-27,B,61+,Endowment,Branch
1288,328,2023-02-22,445.63,Active,2024-07-11,B,18-30,Whole Life,Branch
